transaction_dt,financial_entity_name,bank_account_id,transaction_currency_code,transaction_amount,account_reference_number,Cash Flow Category,Cash Flow Main 1,Cash Flow Main 2,Cash Flow Main 3,Cash Flow Main 4
01/04/2024,RandomValue4126,RandomValue4126,INR,914.3717201,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4127,RandomValue4127,INR,480.630587,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4128,RandomValue4128,INR,190.0560892,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4129,RandomValue4129,INR,955.9591397,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4130,RandomValue4130,INR,654.0666052,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4131,RandomValue4131,INR,996.5208464,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4132,RandomValue4132,INR,43.60555138,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4133,RandomValue4133,INR,753.1283112,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4134,RandomValue4134,INR,425.7428776,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4135,RandomValue4135,INR,253.6279708,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4136,RandomValue4136,INR,539.240409,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4137,RandomValue4137,INR,324.5431348,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4138,RandomValue4138,INR,409.2398365,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4139,RandomValue4139,INR,555.8892379,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4140,RandomValue4140,INR,732.9244296,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4141,RandomValue4141,INR,838.016899,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4142,RandomValue4142,INR,119.3967223,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4143,RandomValue4143,INR,953.1979243,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4144,RandomValue4144,INR,623.3376432,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4145,RandomValue4145,INR,953.143475,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4146,RandomValue4146,INR,791.8027495,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4147,RandomValue4147,INR,855.3749125,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4148,RandomValue4148,INR,294.9058578,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4149,RandomValue4149,INR,547.0359378,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4150,RandomValue4150,INR,639.3864858,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4151,RandomValue4151,INR,482.3610566,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4152,RandomValue4152,INR,674.8804053,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4153,RandomValue4153,INR,336.3311002,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4154,RandomValue4154,INR,264.556896,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4155,RandomValue4155,INR,677.4785264,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4156,RandomValue4156,INR,362.7225651,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4157,RandomValue4157,INR,678.0011225,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4158,RandomValue4158,INR,86.49901498,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4159,RandomValue4159,INR,495.4144631,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4160,RandomValue4160,INR,501.0550352,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4161,RandomValue4161,INR,497.5925069,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4162,RandomValue4162,INR,399.4944688,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4163,RandomValue4163,INR,963.3852323,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4164,RandomValue4164,INR,314.741487,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4165,RandomValue4165,INR,794.2118731,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4166,RandomValue4166,INR,71.50670213,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4167,RandomValue4167,INR,670.1041847,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4168,RandomValue4168,INR,891.5819289,72483993001,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4169,RandomValue4169,SGD,430.1237303,1.41483E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4170,RandomValue4170,SGD,309.7443749,1.41483E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4171,RandomValue4171,SGD,813.7270458,1.41483E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4172,RandomValue4172,USD,670.859551,2.60254E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4173,RandomValue4173,USD,912.6874874,2.60254E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4174,RandomValue4174,USD,549.5321561,2.60254E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4175,RandomValue4175,USD,523.5898636,2.60254E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4176,RandomValue4176,USD,472.7263394,2.60254E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4177,RandomValue4177,USD,972.3186196,2.60254E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4178,RandomValue4178,USD,331.8050078,2.60254E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4179,RandomValue4179,USD,37.40677456,2.60254E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4180,RandomValue4180,MYR,17.83326232,3.01027E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4181,RandomValue4181,MYR,496.6918885,3.01027E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4182,RandomValue4182,MYR,979.4658146,3.01027E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4183,RandomValue4183,MYR,647.6447517,3.01027E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4184,RandomValue4184,MYR,658.192602,3.01027E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4185,RandomValue4185,INR,35.02240231,4.99371E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4186,RandomValue4186,INR,82.27446081,4.99371E+11,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4187,RandomValue4187,TRY,972.6937968,TR880012300724102072728200,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4188,RandomValue4188,TRY,536.2076687,TR880012300724102072728200,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4189,RandomValue4189,TRY,739.580177,TR880012300724102072728200,Other AR,Other AR,AR,Operating cashflow,Cash flows
01/04/2024,RandomValue4190,RandomValue4190,USD,129.9567998,8188502472, ZBA Inflows,,,,
01/04/2024,RandomValue4191,RandomValue4191,USD,497.5502482,8188502472, ZBA Inflows,,,,
01/04/2024,RandomValue4192,RandomValue4192,USD,489.2456797,8188502472, ZBA Inflows,,,,
01/04/2024,RandomValue4193,RandomValue4193,USD,97.49870529,8188502472, ZBA Inflows,,,,
01/04/2024,RandomValue4194,RandomValue4194,USD,192.2238415,8188502472,ZBA Outflows,ZBA Outflows,Treasury,Transfers,Transfers
01/04/2024,RandomValue4195,RandomValue4195,USD,548.5945892,8188502472,ZBA Outflows,ZBA Outflows,Treasury,Transfers,Transfers
01/04/2024,RandomValue4196,RandomValue4196,USD,365.5642639,8188502472,ZBA Outflows,ZBA Outflows,Treasury,Transfers,Transfers
01/04/2024,RandomValue4197,RandomValue4197,USD,87.40825095,3359874552,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
01/04/2024,RandomValue4198,RandomValue4198,USD,921.3543042,3359874552,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
01/04/2024,RandomValue4199,RandomValue4199,USD,809.5543749,3359874552,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
01/04/2024,RandomValue4200,RandomValue4200,USD,330.6018696,3359874552,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
01/04/2024,RandomValue4201,RandomValue4201,USD,920.2095388,3359874552,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
01/04/2024,RandomValue4202,RandomValue4202,USD,436.8468499,3359874552,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
01/04/2024,RandomValue4203,RandomValue4203,USD,276.5404052,10008652,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4204,RandomValue4204,USD,352.1857932,10008652,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4205,RandomValue4205,USD,431.7551724,10008652,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4206,RandomValue4206,USD,84.70672348,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4207,RandomValue4207,USD,154.5938811,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4208,RandomValue4208,USD,761.7672109,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4209,RandomValue4209,USD,229.3215975,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4210,RandomValue4210,USD,197.202319,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4211,RandomValue4211,USD,116.732647,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4212,RandomValue4212,USD,304.875844,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4213,RandomValue4213,USD,241.3676461,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4214,RandomValue4214,USD,643.4229067,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4215,RandomValue4215,USD,547.4797943,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4216,RandomValue4216,USD,409.1568411,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4217,RandomValue4217,USD,654.2364848,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4218,RandomValue4218,USD,738.2101568,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4219,RandomValue4219,USD,350.6052121,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4220,RandomValue4220,USD,213.907426,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4221,RandomValue4221,USD,101.8849306,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4222,RandomValue4222,USD,638.866123,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4223,RandomValue4223,USD,731.3671309,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4224,RandomValue4224,USD,556.5198409,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4225,RandomValue4225,USD,360.1069705,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4226,RandomValue4226,USD,73.24080256,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4227,RandomValue4227,USD,38.84174638,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4228,RandomValue4228,USD,746.6632577,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4229,RandomValue4229,USD,389.6149018,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4230,RandomValue4230,USD,800.6351865,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4231,RandomValue4231,USD,490.8632623,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4232,RandomValue4232,USD,243.0101564,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4233,RandomValue4233,USD,31.63740291,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4234,RandomValue4234,USD,908.2358508,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4235,RandomValue4235,USD,91.64960743,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4236,RandomValue4236,USD,13.17038259,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4237,RandomValue4237,USD,473.6724579,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4238,RandomValue4238,USD,681.6698888,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4239,RandomValue4239,USD,527.3416978,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4240,RandomValue4240,USD,827.1652581,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4241,RandomValue4241,USD,143.578802,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4242,RandomValue4242,USD,11.5806139,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4243,RandomValue4243,USD,113.7521782,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4244,RandomValue4244,USD,253.0325135,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4245,RandomValue4245,USD,223.9482602,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4246,RandomValue4246,USD,818.472665,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4247,RandomValue4247,USD,620.2174118,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4248,RandomValue4248,USD,890.3342506,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4249,RandomValue4249,USD,524.296792,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4250,RandomValue4250,USD,927.0715945,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4251,RandomValue4251,USD,454.3538486,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4252,RandomValue4252,USD,671.5009647,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4253,RandomValue4253,USD,517.3396466,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4254,RandomValue4254,USD,343.9374305,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4255,RandomValue4255,USD,33.62881631,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4256,RandomValue4256,USD,703.8237089,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4257,RandomValue4257,USD,977.2451942,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4258,RandomValue4258,USD,159.5393069,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4259,RandomValue4259,USD,876.9038392,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4260,RandomValue4260,USD,723.9074823,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4261,RandomValue4261,USD,723.0834814,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4262,RandomValue4262,USD,7.028136517,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4263,RandomValue4263,USD,171.1547501,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4264,RandomValue4264,USD,979.5515437,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4265,RandomValue4265,USD,737.9781364,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4266,RandomValue4266,USD,433.0966112,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4267,RandomValue4267,USD,402.3551664,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4268,RandomValue4268,USD,588.7311113,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4269,RandomValue4269,USD,936.3876097,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4270,RandomValue4270,USD,591.8154762,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4271,RandomValue4271,USD,28.31755863,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4272,RandomValue4272,USD,366.9967393,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4273,RandomValue4273,USD,911.1479446,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4274,RandomValue4274,USD,717.3418219,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4275,RandomValue4275,USD,946.1924577,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4276,RandomValue4276,USD,503.8719012,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4277,RandomValue4277,USD,539.8953738,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4278,RandomValue4278,USD,953.2600142,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4279,RandomValue4279,USD,444.0823282,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4280,RandomValue4280,USD,849.776319,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4281,RandomValue4281,USD,566.2112794,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4282,RandomValue4282,USD,385.7293176,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4283,RandomValue4283,USD,373.1116028,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4284,RandomValue4284,USD,564.1996671,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4285,RandomValue4285,USD,987.0297862,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4286,RandomValue4286,USD,354.6183035,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4287,RandomValue4287,USD,292.4956095,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4288,RandomValue4288,USD,929.9189289,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4289,RandomValue4289,USD,210.1137674,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4290,RandomValue4290,USD,238.4855387,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4291,RandomValue4291,USD,344.6022675,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4292,RandomValue4292,USD,791.4959639,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4293,RandomValue4293,USD,436.1308431,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4294,RandomValue4294,USD,946.907874,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4295,RandomValue4295,USD,652.6069913,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4296,RandomValue4296,USD,846.7775652,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4297,RandomValue4297,USD,927.6977019,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4298,RandomValue4298,USD,560.3053504,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4299,RandomValue4299,USD,852.6677133,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4300,RandomValue4300,USD,26.3688914,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4301,RandomValue4301,USD,878.7354595,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4302,RandomValue4302,USD,23.32252082,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4303,RandomValue4303,USD,734.4961083,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4304,RandomValue4304,USD,119.3332721,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4305,RandomValue4305,USD,207.6187839,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4306,RandomValue4306,USD,868.7680317,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4307,RandomValue4307,USD,890.1756595,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4308,RandomValue4308,USD,80.53481477,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4309,RandomValue4309,USD,735.5006678,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4310,RandomValue4310,USD,14.1326742,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4311,RandomValue4311,USD,980.1458375,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4312,RandomValue4312,USD,309.6147408,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4313,RandomValue4313,USD,671.8770377,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4314,RandomValue4314,USD,245.3769457,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4315,RandomValue4315,USD,937.2066273,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4316,RandomValue4316,USD,682.5920618,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4317,RandomValue4317,USD,38.87256345,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4318,RandomValue4318,USD,322.0841825,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4319,RandomValue4319,USD,935.4048211,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4320,RandomValue4320,USD,628.7081156,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4321,RandomValue4321,USD,718.2404725,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4322,RandomValue4322,USD,974.853928,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4323,RandomValue4323,USD,412.1518488,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4324,RandomValue4324,USD,889.9955337,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4325,RandomValue4325,USD,963.0820285,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4326,RandomValue4326,USD,718.2858149,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4327,RandomValue4327,USD,103.999716,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4328,RandomValue4328,USD,310.9555063,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4329,RandomValue4329,USD,333.9867222,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
01/04/2024,RandomValue4330,RandomValue4330,USD,299.5669948,,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
